"","word","happiness_rank","happiness_average","happiness_standard_deviation","twitter_rank","google_rank","nyt_rank","lyrics_rank","isFunction"
"5555","areas",5555,5.34,1.0224,NA,592,1211,NA,0
"5557","backs",5557,5.34,1.4373,NA,NA,NA,2860,0
"5558","bros",5558,5.34,1.5334,3992,NA,NA,NA,0
"5559","campaign",5559,5.34,1.5467,1921,1886,365,NA,0
"5560","candidate",5560,5.34,1.0994,NA,3774,1309,NA,0
"5561","carter",5561,5.34,1.6113,NA,NA,2168,NA,0
"5562","checked",5562,5.34,1.1359,2148,NA,NA,NA,0
"5563","classified",5563,5.34,1.4514,NA,4544,NA,NA,0
"5564","colts",5564,5.34,1.5858,2715,NA,NA,NA,0
"5565","comparable",5565,5.34,1.2554,NA,4401,4633,NA,0
"5566","crossing",5566,5.34,1.3342,NA,4272,NA,4400,0
"5567","currently",5567,5.34,0.8234,1125,3619,2426,NA,0
"5568","denver",5568,5.34,1.493,3151,NA,2724,NA,0
"5569","ding",5569,5.34,1.5986,NA,NA,NA,2467,0
"5570","doctor",5570,5.34,1.6239,996,1785,2413,1402,0
"5571","drank",5571,5.34,1.4654,3682,NA,NA,2334,0
"5572","editorial",5572,5.34,1.3644,NA,NA,1193,NA,0
"5573","flick",5573,5.34,1.3644,NA,NA,NA,4368,0
"5574","fur",5574,5.34,1.7333,4043,4355,NA,NA,0
"5575","gear",5575,5.34,1.2875,2576,NA,NA,3335,0
"5576","geek",5576,5.34,1.891,3021,NA,NA,NA,0
"5577","german",5577,5.34,1.394,2549,667,1230,NA,0
"5578","giant",5578,5.34,1.1886,2057,4880,2746,3831,0
"5579","giants",5579,5.34,1.493,4249,NA,1887,NA,0
"5580","hampton",5580,5.34,1.3342,NA,NA,3115,NA,0
"5581","harold",5581,5.34,1.1537,NA,NA,2087,NA,0
"5582","ily",5582,5.34,1.5729,4022,NA,NA,NA,0
"5583","iron",5583,5.34,1.3494,1672,1066,NA,2277,0
"5584","karen",5584,5.34,1.3793,NA,NA,1838,NA,0
"5585","korea",5585,5.34,1.3793,4914,4234,1893,NA,0
"5586","liebe",5586,5.34,1.394,NA,NA,NA,3196,0
"5587","lillian",5587,5.34,1.4654,NA,NA,4102,NA,0
"5588","log",5588,5.34,0.9607,3483,4122,NA,NA,0
"5589","manufacturer",5589,5.34,1.0224,NA,NA,3112,NA,0
"5590","massive",5590,5.34,1.2875,2084,4011,NA,NA,0
"5591","maureen",5591,5.34,0.7982,NA,NA,4502,NA,0
"5592","mc",5592,5.34,1.394,3399,NA,NA,1739,0
"5593","middle",5593,5.34,0.7174,1101,604,980,799,0
"5594","moderate",5594,5.34,1.2715,NA,3195,4520,NA,0
"5595","nog",5595,5.34,1.1359,2895,NA,NA,1750,0
"5596","noticed",5596,5.34,1.423,2078,2724,4808,3114,0
"5597","occurred",5597,5.34,1.0224,NA,1583,1963,NA,0
"5598","ohhhh",5598,5.34,1.9651,NA,NA,NA,3166,0
"5599","orleans",5599,5.34,1.2554,3415,NA,2894,2841,0
"5600","ounce",5600,5.34,0.9607,NA,NA,NA,3637,0
"5601","pack",5601,5.34,1.2715,1452,NA,NA,1100,0
"5602","percent",5602,5.34,0.9172,3546,696,81,NA,0
"5603","phil",5603,5.34,1.1178,3453,NA,3604,NA,0
"5604","physician",5604,5.34,1.8363,NA,3102,3444,NA,0
"5605","rate",5605,5.34,1.2224,2011,405,703,4147,0
"5606","regional",5606,5.34,0.8234,NA,1878,1621,NA,0
"5607","request",5607,5.34,1.2224,2472,2226,1820,NA,0
"5608","revolution",5608,5.34,1.394,4553,1135,3302,1921,0
"5609","rihanna",5609,5.34,1.9755,2925,NA,NA,NA,0
"5610","roosevelt",5610,5.34,1.8693,NA,4719,3404,NA,0
"5611","session",5611,5.34,1.1178,1761,2437,2423,NA,0
"5613","sullivan",5613,5.34,0.8947,NA,NA,2826,NA,0
"5614","surgeon",5614,5.34,1.6239,NA,NA,4490,NA,0
"5615","susan",5615,5.34,1.2715,4492,NA,768,NA,0
"5616","sylvia",5616,5.34,1.3188,NA,NA,3166,NA,0
"5619","thinkin",5619,5.34,1.0994,2677,NA,NA,1537,0
"5620","tmrw",5620,5.34,1.0022,4798,NA,NA,NA,0
"5621","transmitted",5621,5.34,1.5729,NA,4387,NA,NA,0
"5622","tube",5622,5.34,1.2875,3945,2174,NA,NA,0
"5623","typing",5623,5.34,1.2056,3604,NA,NA,NA,0
"5624","upon",5624,5.34,0.6884,2190,111,1663,482,0
"5625","walmart",5625,5.34,2.2733,2817,NA,NA,NA,0
"5626","whitman",5626,5.34,0.7982,NA,NA,4041,NA,0
"5627","whitney",5627,5.34,1.1713,NA,NA,3891,NA,0
"5628","wider",5628,5.34,1.0422,NA,3685,NA,NA,0
"5631","blink",5631,5.33,1.4341,NA,NA,NA,2943,0
"5632","noches",5632,5.33,1.3422,NA,NA,NA,4729,0
"5633","threshold",5633,5.33,1.478,NA,4926,NA,NA,0
"5634","bringin",5634,5.33,1.4774,NA,NA,NA,4146,0
"5635","tutti",5635,5.33,1.4774,NA,NA,NA,4671,0
"5636","verdad",5636,5.33,1.1252,NA,NA,NA,2864,0
"5637","abraham",5637,5.32,1.5043,NA,4942,3188,NA,0
"5638","alter",5638,5.32,1.2526,NA,4484,NA,NA,0
"5639","andre",5639,5.32,1.2196,NA,NA,4765,NA,0
"5640","beep",5640,5.32,1.5178,NA,NA,NA,2897,0
"5641","bench",5641,5.32,1.0388,4117,NA,4503,NA,0
"5642","bucket",5642,5.32,1.1856,NA,NA,NA,4560,0
"5643","calif",5643,5.32,1.3316,NA,NA,552,NA,0
"5644","chin",5644,5.32,0.9781,3519,NA,NA,3542,0
"5645","commerce",5645,5.32,1.3161,NA,2180,2249,NA,0
"5646","compare",5646,5.32,0.9988,4853,2785,NA,3088,0
"5647","cover",5647,5.32,1.2688,1048,1519,1235,1054,0
"5648","currents",5648,5.32,1.1683,NA,NA,4129,NA,0
"5649","deepest",5649,5.32,1.449,NA,NA,1471,2981,0
"5650","dorothy",5650,5.32,1.3005,NA,NA,2283,NA,0
"5651","editorials",5651,5.32,1.0962,NA,NA,4301,NA,0
"5652","emeritus",5652,5.32,1.6468,NA,NA,2576,NA,0
"5653","endless",5653,5.32,1.8455,NA,NA,NA,1333,0
"5654","estimates",5654,5.32,1.1147,NA,3238,2411,NA,0
"5655","evaluation",5655,5.32,1.8007,NA,1817,NA,NA,0
"5656","firm",5656,5.32,1.1683,4035,1513,545,4062,0
"5657","francis",5657,5.32,1.4348,NA,3103,2225,NA,0
"5658","general",5658,5.32,1.1328,1748,134,250,4181,0
"5659","gregory",5659,5.32,1.1147,NA,NA,2794,NA,0
"5660","hoffman",5660,5.32,0.957,NA,NA,4557,NA,0
"5661","hour",5661,5.32,0.7939,455,937,1579,883,0
"5662","identified",5662,5.32,1.2688,NA,1796,1742,NA,0
"5663","indicates",5663,5.32,1.0774,NA,2233,1894,NA,0
"5664","jacqueline",5664,5.32,1.6591,NA,NA,4700,NA,0
"5665","joshua",5665,5.32,0.9781,NA,NA,2956,NA,0
"5666","kristen",5666,5.32,1.449,3924,NA,NA,NA,0
"5667","label",5667,5.32,1.019,3958,NA,4143,3300,0
"5668","literally",5668,5.32,1.5178,2112,4408,NA,NA,0
"5669","louise",5669,5.32,1.1683,NA,NA,3122,NA,0
"5670","mas",5670,5.32,1.0388,1121,NA,NA,887,0
"5671","measure",5671,5.32,1.0962,NA,970,1570,3290,0
"5672","medium",5672,5.32,0.7939,NA,1715,4912,NA,0
"5673","mention",5673,5.32,0.7407,1681,2107,3397,2423,0
"5674","michigan",5674,5.32,1.2848,3231,3955,2002,NA,0
"5675","names",5675,5.32,0.9988,1861,1114,1458,1672,0
"5676","nassau",5676,5.32,1.4348,NA,NA,2619,NA,0
"5677","negotiations",5677,5.32,1.3768,NA,3586,1649,NA,0
"5679","pa",5679,5.32,1.6468,1617,3365,1035,1324,0
"5680","palmer",5680,5.32,1.019,NA,NA,5000,NA,0
"5681","partly",5681,5.32,1.1683,NA,1937,3021,NA,0
"5682","peeps",5682,5.32,1.5836,1826,NA,NA,4411,0
